,Unnamed: 0,pickup,dropoff,passengers,distance,fare,tip,tolls,total,color,payment,pickup_zone,dropoff_zone,pickup_borough,dropoff_borough,date,year,month,day,hour,week_day,duration
4664,4664,2019-03-29 15:10:52,2019-03-29 15:23:22,1,0.4,9.5,1.0,0.0,13.8,yellow,credit card,Upper West Side South,Yorkville West,Manhattan,Manhattan,2019-03-29,2019,3,29,15,Friday,12.5
4665,4665,2019-03-24 19:58:31,2019-03-24 20:02:40,2,0.6,5.0,1.75,0.0,10.55,yellow,credit card,Clinton East,Clinton East,Manhattan,Manhattan,2019-03-24,2019,3,24,19,Sunday,4.15
4666,4666,2019-03-31 10:21:32,2019-03-31 10:36:58,1,4.59,16.0,2.32,0.0,21.62,yellow,credit card,Lenox Hill West,Greenwich Village North,Manhattan,Manhattan,2019-03-31,2019,3,31,10,Sunday,15.43
4667,4667,2019-03-19 19:27:09,2019-03-19 19:32:48,1,1.89,7.5,1.0,0.0,12.8,yellow,credit card,Midtown North,Upper West Side South,Manhattan,Manhattan,2019-03-19,2019,3,19,19,Tuesday,5.65
4668,4668,2019-03-10 17:27:01,2019-03-10 17:30:19,1,0.7,4.5,1.0,0.0,8.8,yellow,credit card,Midtown South,Union Sq,Manhattan,Manhattan,2019-03-10,2019,3,10,17,Sunday,3.3
4669,4669,2019-03-14 20:36:53,2019-03-14 20:46:11,1,1.9,8.5,1.95,0.0,11.75,yellow,credit card,Morningside Heights,Central Harlem North,Manhattan,Manhattan,2019-03-14,2019,3,14,20,Thursday,9.3
4670,4670,2019-03-21 08:06:33,2019-03-21 08:14:46,1,1.4,8.0,2.25,0.0,13.55,yellow,credit card,Meatpacking/West Village West,Battery Park City,Manhattan,Manhattan,2019-03-21,2019,3,21,8,Thursday,8.22
4671,4671,2019-03-13 19:07:14,2019-03-13 19:12:07,1,0.5,5.0,1.0,0.0,10.3,yellow,credit card,Garment District,Clinton East,Manhattan,Manhattan,2019-03-13,2019,3,13,19,Wednesday,4.88
4672,4672,2019-03-19 19:15:19,2019-03-19 19:25:25,1,2.1,9.0,0.0,0.0,13.3,yellow,cash,Lincoln Square East,Upper East Side North,Manhattan,Manhattan,2019-03-19,2019,3,19,19,Tuesday,10.1
4673,4673,2019-03-25 23:34:39,2019-03-25 23:46:09,1,2.68,10.5,2.86,0.0,17.16,yellow,credit card,Midtown Center,Greenwich Village North,Manhattan,Manhattan,2019-03-25,2019,3,25,23,Monday,11.5
4674,4674,2019-03-26 12:01:38,2019-03-26 12:06:14,1,0.56,5.0,0.0,0.0,8.3,yellow,cash,Midtown North,Midtown Center,Manhattan,Manhattan,2019-03-26,2019,3,26,12,Tuesday,4.6
4675,4675,2019-03-05 20:20:51,2019-03-05 20:22:27,1,0.5,3.5,0.0,0.0,7.3,yellow,cash,Upper West Side North,Upper West Side North,Manhattan,Manhattan,2019-03-05,2019,3,5,20,Tuesday,1.6
4676,4676,2019-03-27 12:40:00,2019-03-27 13:12:04,1,8.64,30.5,0.0,5.76,37.06,yellow,credit card,Claremont/Bathgate,East Harlem South,Bronx,Manhattan,2019-03-27,2019,3,27,12,Wednesday,32.07
4677,4677,2019-03-26 09:16:28,2019-03-26 09:20:24,1,0.65,4.5,1.56,0.0,9.36,yellow,credit card,Murray Hill,Murray Hill,Manhattan,Manhattan,2019-03-26,2019,3,26,9,Tuesday,3.93
4678,4678,2019-03-24 19:23:13,2019-03-24 19:38:39,1,2.9,13.0,3.26,0.0,19.56,yellow,credit card,Midtown East,Upper West Side North,Manhattan,Manhattan,2019-03-24,2019,3,24,19,Sunday,15.43
4679,4679,2019-03-06 16:48:20,2019-03-06 16:50:47,4,0.39,3.5,1.0,0.0,8.8,yellow,credit card,East Village,East Village,Manhattan,Manhattan,2019-03-06,2019,3,6,16,Wednesday,2.45
4680,4680,2019-03-10 04:32:44,2019-03-10 04:58:34,2,7.38,23.5,0.0,0.0,27.3,yellow,cash,Meatpacking/West Village West,Central Harlem North,Manhattan,Manhattan,2019-03-10,2019,3,10,4,Sunday,25.83
4681,4681,2019-03-06 05:47:15,2019-03-06 05:49:31,1,0.6,4.0,1.55,0.0,9.35,yellow,credit card,Murray Hill,Union Sq,Manhattan,Manhattan,2019-03-06,2019,3,6,5,Wednesday,2.27
4682,4682,2019-03-25 18:34:28,2019-03-25 18:38:22,2,0.91,5.0,1.86,0.0,11.16,yellow,credit card,Upper East Side South,Lenox Hill East,Manhattan,Manhattan,2019-03-25,2019,3,25,18,Monday,3.9
4683,4683,2019-03-15 16:16:21,2019-03-15 16:30:14,1,1.02,9.5,2.07,0.0,15.87,yellow,credit card,SoHo,Lower East Side,Manhattan,Manhattan,2019-03-15,2019,3,15,16,Friday,13.88
4684,4684,2019-03-16 10:51:47,2019-03-16 10:59:05,1,1.19,7.0,1.0,0.0,11.3,yellow,credit card,East Village,West Village,Manhattan,Manhattan,2019-03-16,2019,3,16,10,Saturday,7.3
4685,4685,2019-03-20 22:47:00,2019-03-20 23:15:53,1,12.7,36.5,7.56,0.0,45.36,yellow,credit card,JFK Airport,Prospect Heights,Queens,Brooklyn,2019-03-20,2019,3,20,22,Wednesday,28.88
4686,4686,2019-03-22 20:15:23,2019-03-22 20:22:57,1,0.96,6.5,0.0,0.0,10.3,yellow,cash,Gramercy,Union Sq,Manhattan,Manhattan,2019-03-22,2019,3,22,20,Friday,7.57
4687,4687,2019-03-02 10:51:48,2019-03-02 10:57:47,2,0.77,5.5,1.2,0.0,10.0,yellow,credit card,Upper East Side South,Midtown Center,Manhattan,Manhattan,2019-03-02,2019,3,2,10,Saturday,5.98
4688,4688,2019-03-31 20:15:19,2019-03-31 20:47:59,2,6.14,24.5,5.66,0.0,33.96,yellow,credit card,Penn Station/Madison Sq West,Park Slope,Manhattan,Brooklyn,2019-03-31,2019,3,31,20,Sunday,32.67
4689,4689,2019-03-07 01:28:46,2019-03-07 01:32:43,1,0.6,4.5,0.0,0.0,8.3,yellow,cash,Times Sq/Theatre District,Midtown East,Manhattan,Manhattan,2019-03-07,2019,3,7,1,Thursday,3.95
4690,4690,2019-03-04 19:33:40,2019-03-04 19:41:53,1,2.06,8.5,3.2,0.0,16.0,yellow,credit card,Little Italy/NoLiTa,Brooklyn Heights,Manhattan,Brooklyn,2019-03-04,2019,3,4,19,Monday,8.22
4691,4691,2019-03-13 22:11:41,2019-03-13 22:30:47,1,3.25,15.0,0.0,0.0,18.8,yellow,cash,Union Sq,Upper East Side North,Manhattan,Manhattan,2019-03-13,2019,3,13,22,Wednesday,19.1
4692,4692,2019-03-26 19:05:36,2019-03-26 19:27:32,2,7.2,21.5,0.0,0.0,23.3,yellow,cash,LaGuardia Airport,Richmond Hill,Queens,Queens,2019-03-26,2019,3,26,19,Tuesday,21.93
4693,4693,2019-03-13 16:42:03,2019-03-13 16:52:52,1,1.79,9.0,2.66,0.0,15.96,yellow,credit card,Upper East Side North,Upper West Side North,Manhattan,Manhattan,2019-03-13,2019,3,13,16,Wednesday,10.82
4694,4694,2019-03-05 19:35:29,2019-03-05 19:37:03,2,0.53,3.5,0.0,0.0,5.3,yellow,cash,East Harlem South,Yorkville West,Manhattan,Manhattan,2019-03-05,2019,3,5,19,Tuesday,1.57
4695,4695,2019-03-11 16:50:30,2019-03-11 18:03:45,3,19.57,62.5,0.0,0.0,64.3,yellow,credit card,Seaport,Co-Op City,Manhattan,Bronx,2019-03-11,2019,3,11,16,Monday,73.25
4696,4696,2019-03-23 18:17:22,2019-03-23 18:46:01,1,9.31,30.5,0.0,5.76,37.06,yellow,credit card,Pelham Bay,Jackson Heights,Bronx,Queens,2019-03-23,2019,3,23,18,Saturday,28.65
4697,4697,2019-03-10 17:21:49,2019-03-10 17:29:56,2,1.2,7.5,2.15,0.0,12.95,yellow,credit card,Lenox Hill West,UN/Turtle Bay South,Manhattan,Manhattan,2019-03-10,2019,3,10,17,Sunday,8.12
4698,4698,2019-03-19 22:16:27,2019-03-19 22:24:20,1,1.8,8.5,0.0,0.0,12.3,yellow,cash,Upper East Side South,Yorkville East,Manhattan,Manhattan,2019-03-19,2019,3,19,22,Tuesday,7.88
4699,4699,2019-03-16 01:44:45,2019-03-16 01:53:53,1,0.95,7.5,0.0,0.0,11.3,yellow,cash,Clinton East,Garment District,Manhattan,Manhattan,2019-03-16,2019,3,16,1,Saturday,9.13
4700,4700,2019-03-08 18:52:56,2019-03-08 19:06:32,2,1.29,10.0,2.86,0.0,17.16,yellow,credit card,Clinton West,East Chelsea,Manhattan,Manhattan,2019-03-08,2019,3,8,18,Friday,13.6
4701,4701,2019-03-20 08:13:46,2019-03-20 08:17:52,1,0.7,5.0,0.42,0.0,8.72,yellow,credit card,Financial District South,Seaport,Manhattan,Manhattan,2019-03-20,2019,3,20,8,Wednesday,4.1
4702,4702,2019-03-04 21:12:08,2019-03-04 21:23:43,1,3.11,11.5,3.06,0.0,18.36,yellow,credit card,SoHo,Clinton West,Manhattan,Manhattan,2019-03-04,2019,3,4,21,Monday,11.58
4703,4703,2019-03-29 15:37:17,2019-03-29 15:44:42,1,1.02,6.5,0.0,0.0,9.8,yellow,credit card,Upper East Side North,Lenox Hill West,Manhattan,Manhattan,2019-03-29,2019,3,29,15,Friday,7.42
4704,4704,2019-03-23 09:51:54,2019-03-23 09:59:43,5,1.08,7.0,2.06,0.0,12.36,yellow,credit card,Lenox Hill West,Midtown North,Manhattan,Manhattan,2019-03-23,2019,3,23,9,Saturday,7.82
4705,4705,2019-03-10 14:36:04,2019-03-10 14:51:37,1,1.7,11.0,1.5,0.0,15.8,yellow,credit card,Lenox Hill East,Times Sq/Theatre District,Manhattan,Manhattan,2019-03-10,2019,3,10,14,Sunday,15.55
4706,4706,2019-03-11 20:55:37,2019-03-11 21:03:21,1,1.0,6.5,2.05,0.0,12.35,yellow,credit card,Midtown Center,Garment District,Manhattan,Manhattan,2019-03-11,2019,3,11,20,Monday,7.73
4707,4707,2019-03-01 22:09:14,2019-03-01 22:18:31,1,1.7,8.0,3.0,0.0,12.3,yellow,credit card,Manhattanville,Central Harlem North,Manhattan,Manhattan,2019-03-01,2019,3,1,22,Friday,9.28
4708,4708,2019-03-24 10:25:57,2019-03-24 10:38:01,1,4.06,14.5,3.56,0.0,21.36,yellow,credit card,Lenox Hill East,Gramercy,Manhattan,Manhattan,2019-03-24,2019,3,24,10,Sunday,12.07
4709,4709,2019-03-28 21:51:30,2019-03-28 22:11:14,3,4.93,18.5,4.46,0.0,26.76,yellow,credit card,Garment District,Battery Park City,Manhattan,Manhattan,2019-03-28,2019,3,28,21,Thursday,19.73
4710,4710,2019-03-04 19:12:27,2019-03-04 19:21:40,1,1.16,7.5,0.0,0.0,11.8,yellow,cash,Little Italy/NoLiTa,Greenwich Village South,Manhattan,Manhattan,2019-03-04,2019,3,4,19,Monday,9.22
4711,4711,2019-03-30 12:04:19,2019-03-30 12:25:27,2,3.9,16.0,5.79,0.0,25.09,yellow,credit card,Upper West Side North,Murray Hill,Manhattan,Manhattan,2019-03-30,2019,3,30,12,Saturday,21.13
4712,4712,2019-03-07 14:53:05,2019-03-07 15:08:55,2,1.9,11.5,0.0,0.0,14.8,yellow,cash,Murray Hill,Greenwich Village North,Manhattan,Manhattan,2019-03-07,2019,3,7,14,Thursday,15.83
4713,4713,2019-03-30 11:25:43,2019-03-30 11:53:11,1,3.4,18.0,4.26,0.0,25.56,yellow,credit card,Clinton East,Lower East Side,Manhattan,Manhattan,2019-03-30,2019,3,30,11,Saturday,27.47
4714,4714,2019-03-09 20:11:28,2019-03-09 20:21:34,3,1.19,8.0,3.54,0.0,15.34,yellow,credit card,Flatiron,Gramercy,Manhattan,Manhattan,2019-03-09,2019,3,9,20,Saturday,10.1
4715,4715,2019-03-30 00:58:17,2019-03-30 01:01:46,1,0.12,3.5,1.0,0.0,8.3,yellow,credit card,Lower East Side,East Village,Manhattan,Manhattan,2019-03-30,2019,3,30,0,Saturday,3.48
4716,4716,2019-03-18 14:41:12,2019-03-18 14:49:23,1,0.73,6.5,2.45,0.0,12.25,yellow,credit card,Lenox Hill East,Lenox Hill East,Manhattan,Manhattan,2019-03-18,2019,3,18,14,Monday,8.18
4717,4717,2019-03-12 20:07:34,2019-03-12 20:16:21,1,1.63,8.0,0.0,0.0,11.8,yellow,cash,Murray Hill,East Village,Manhattan,Manhattan,2019-03-12,2019,3,12,20,Tuesday,8.78
4718,4718,2019-03-02 18:31:49,2019-03-02 18:50:16,1,2.5,13.0,3.25,0.0,19.55,yellow,credit card,Murray Hill,Little Italy/NoLiTa,Manhattan,Manhattan,2019-03-02,2019,3,2,18,Saturday,18.45
4719,4719,2019-03-16 17:22:01,2019-03-16 17:34:35,1,1.8,10.0,0.0,0.0,13.3,yellow,cash,Murray Hill,Upper East Side South,Manhattan,Manhattan,2019-03-16,2019,3,16,17,Saturday,12.57
4720,4720,2019-03-15 15:31:34,2019-03-15 15:51:10,1,3.68,15.5,2.55,0.0,21.35,yellow,credit card,Yorkville East,Times Sq/Theatre District,Manhattan,Manhattan,2019-03-15,2019,3,15,15,Friday,19.6
4721,4721,2019-03-17 10:40:18,2019-03-17 10:46:16,1,1.49,6.5,1.96,0.0,11.76,yellow,credit card,Penn Station/Madison Sq West,Meatpacking/West Village West,Manhattan,Manhattan,2019-03-17,2019,3,17,10,Sunday,5.97
4722,4722,2019-03-01 12:00:46,2019-03-01 12:06:38,1,0.74,6.0,0.0,0.0,9.3,yellow,credit card,Clinton East,Clinton West,Manhattan,Manhattan,2019-03-01,2019,3,1,12,Friday,5.87
4723,4723,2019-03-14 14:38:34,2019-03-14 14:50:02,1,1.6,9.5,2.55,0.0,15.35,yellow,credit card,Lincoln Square East,Upper East Side South,Manhattan,Manhattan,2019-03-14,2019,3,14,14,Thursday,11.47
4724,4724,2019-03-19 15:39:51,2019-03-19 15:50:36,1,1.0,8.0,2.25,0.0,13.55,yellow,credit card,Times Sq/Theatre District,Murray Hill,Manhattan,Manhattan,2019-03-19,2019,3,19,15,Tuesday,10.75
4725,4725,2019-03-02 09:25:32,2019-03-02 09:47:25,1,5.93,21.0,0.0,0.0,24.3,yellow,cash,Lincoln Square East,Battery Park City,Manhattan,Manhattan,2019-03-02,2019,3,2,9,Saturday,21.88
4726,4726,2019-03-19 20:03:48,2019-03-19 20:09:31,2,1.2,6.5,2.15,0.0,12.95,yellow,credit card,Upper East Side South,Midtown East,Manhattan,Manhattan,2019-03-19,2019,3,19,20,Tuesday,5.72
4727,4727,2019-03-21 08:49:52,2019-03-21 09:01:45,1,1.71,10.0,3.33,0.0,16.63,yellow,credit card,TriBeCa/Civic Center,Union Sq,Manhattan,Manhattan,2019-03-21,2019,3,21,8,Thursday,11.88
4728,4728,2019-03-27 11:46:40,2019-03-27 11:57:04,1,1.26,8.0,2.26,0.0,13.56,yellow,credit card,Murray Hill,East Village,Manhattan,Manhattan,2019-03-27,2019,3,27,11,Wednesday,10.4
4729,4729,2019-03-02 18:55:45,2019-03-02 18:59:37,1,0.34,4.5,0.78,0.0,8.58,yellow,credit card,Gramercy,Union Sq,Manhattan,Manhattan,2019-03-02,2019,3,2,18,Saturday,3.87
4730,4730,2019-03-16 22:40:14,2019-03-16 22:44:50,1,0.93,5.5,1.86,0.0,11.16,yellow,credit card,Kips Bay,UN/Turtle Bay South,Manhattan,Manhattan,2019-03-16,2019,3,16,22,Saturday,4.6
4731,4731,2019-03-20 18:13:02,2019-03-20 18:34:50,1,4.09,17.0,0.0,0.0,21.3,yellow,credit card,Clinton East,East Harlem South,Manhattan,Manhattan,2019-03-20,2019,3,20,18,Wednesday,21.8
4732,4732,2019-03-29 18:37:09,2019-03-29 18:52:10,1,2.5,11.5,3.15,0.0,18.95,yellow,credit card,Lower East Side,UN/Turtle Bay South,Manhattan,Manhattan,2019-03-29,2019,3,29,18,Friday,15.02
4733,4733,2019-03-28 17:37:14,2019-03-28 17:53:45,1,3.1,13.5,5.3,0.0,23.1,yellow,credit card,Midtown East,Upper West Side North,Manhattan,Manhattan,2019-03-28,2019,3,28,17,Thursday,16.52
4734,4734,2019-03-02 04:14:13,2019-03-02 04:38:32,1,6.82,23.0,0.0,0.0,26.8,yellow,cash,Midtown North,UN/Turtle Bay South,Manhattan,Manhattan,2019-03-02,2019,3,2,4,Saturday,24.32
4735,4735,2019-03-10 10:17:47,2019-03-10 10:26:54,1,1.69,8.5,3.54,0.0,15.34,yellow,credit card,Midtown North,Penn Station/Madison Sq West,Manhattan,Manhattan,2019-03-10,2019,3,10,10,Sunday,9.12
4736,4736,2019-03-22 02:20:08,2019-03-22 02:28:19,1,1.4,7.5,2.25,0.0,13.55,yellow,credit card,Midtown Center,Clinton East,Manhattan,Manhattan,2019-03-22,2019,3,22,2,Friday,8.18
4737,4737,2019-03-30 21:44:35,2019-03-30 21:53:50,1,1.2,7.5,2.25,0.0,13.55,yellow,credit card,Penn Station/Madison Sq West,Clinton East,Manhattan,Manhattan,2019-03-30,2019,3,30,21,Saturday,9.25
4738,4738,2019-03-27 07:30:10,2019-03-27 08:45:23,1,18.86,52.0,8.0,5.76,69.06,yellow,credit card,JFK Airport,East Chelsea,Queens,Manhattan,2019-03-27,2019,3,27,7,Wednesday,75.22
4739,4739,2019-03-22 11:38:52,2019-03-22 11:44:08,1,0.64,5.0,1.66,0.0,9.96,yellow,credit card,Midtown Center,Sutton Place/Turtle Bay North,Manhattan,Manhattan,2019-03-22,2019,3,22,11,Friday,5.27
4740,4740,2019-03-25 17:42:29,2019-03-25 17:56:05,1,2.3,11.0,0.0,0.0,15.3,yellow,cash,West Chelsea/Hudson Yards,Greenwich Village South,Manhattan,Manhattan,2019-03-25,2019,3,25,17,Monday,13.6
4741,4741,2019-03-29 18:24:14,2019-03-29 18:39:19,1,1.3,10.0,2.85,0.0,17.15,yellow,credit card,Murray Hill,Penn Station/Madison Sq West,Manhattan,Manhattan,2019-03-29,2019,3,29,18,Friday,15.08
4742,4742,2019-03-07 10:50:08,2019-03-07 11:03:07,1,2.3,11.0,0.0,0.0,14.3,yellow,cash,Upper East Side South,Clinton East,Manhattan,Manhattan,2019-03-07,2019,3,7,10,Thursday,12.98
4743,4743,2019-03-06 20:48:30,2019-03-06 20:55:43,1,0.8,6.5,1.55,0.0,11.85,yellow,credit card,Times Sq/Theatre District,Clinton West,Manhattan,Manhattan,2019-03-06,2019,3,6,20,Wednesday,7.22
4744,4744,2019-03-07 16:55:43,2019-03-07 17:00:42,1,0.54,5.0,0.0,0.0,9.3,yellow,cash,Lincoln Square West,Lincoln Square East,Manhattan,Manhattan,2019-03-07,2019,3,7,16,Thursday,4.98
4745,4745,2019-03-13 15:57:16,2019-03-13 16:11:09,1,1.06,9.5,2.56,0.0,15.36,yellow,credit card,Clinton East,Midtown Center,Manhattan,Manhattan,2019-03-13,2019,3,13,15,Wednesday,13.88
4746,4746,2019-03-12 07:06:07,2019-03-12 07:06:21,1,1.3,2.5,0.0,0.0,5.8,yellow,,Meatpacking/West Village West,Meatpacking/West Village West,Manhattan,Manhattan,2019-03-12,2019,3,12,7,Tuesday,0.23
4747,4747,2019-03-01 14:22:59,2019-03-01 14:46:39,1,6.44,23.5,5.36,0.0,32.16,yellow,credit card,Sutton Place/Turtle Bay North,Battery Park City,Manhattan,Manhattan,2019-03-01,2019,3,1,14,Friday,23.67
4748,4748,2019-03-28 14:00:28,2019-03-28 14:09:33,1,0.82,7.5,2.16,0.0,12.96,yellow,credit card,Upper East Side South,Lenox Hill East,Manhattan,Manhattan,2019-03-28,2019,3,28,14,Thursday,9.08
4749,4749,2019-03-14 22:55:43,2019-03-14 23:34:11,1,10.16,35.0,7.76,0.0,46.56,yellow,credit card,Times Sq/Theatre District,Crown Heights North,Manhattan,Brooklyn,2019-03-14,2019,3,14,22,Thursday,38.47
4750,4750,2019-03-29 11:10:58,2019-03-29 11:19:10,1,1.38,7.5,2.16,0.0,12.96,yellow,credit card,Sutton Place/Turtle Bay North,Lenox Hill East,Manhattan,Manhattan,2019-03-29,2019,3,29,11,Friday,8.2
4751,4751,2019-03-22 22:05:42,2019-03-22 22:11:25,1,0.88,5.0,1.76,0.0,10.56,yellow,credit card,Greenwich Village North,Flatiron,Manhattan,Manhattan,2019-03-22,2019,3,22,22,Friday,5.72
4752,4752,2019-03-06 18:50:24,2019-03-06 18:54:32,1,0.54,5.0,2.32,0.0,11.62,yellow,credit card,Flatiron,East Chelsea,Manhattan,Manhattan,2019-03-06,2019,3,6,18,Wednesday,4.13
4753,4753,2019-03-16 20:24:16,2019-03-16 20:38:50,1,6.27,18.5,0.0,0.0,22.3,yellow,credit card,Battery Park City,Murray Hill,Manhattan,Manhattan,2019-03-16,2019,3,16,20,Saturday,14.57
4754,4754,2019-03-01 09:12:54,2019-03-01 09:24:18,1,1.3,8.5,0.0,0.0,11.8,yellow,credit card,Midtown Center,Union Sq,Manhattan,Manhattan,2019-03-01,2019,3,1,9,Friday,11.4
4755,4755,2019-03-22 12:31:23,2019-03-22 12:52:10,1,5.2,19.5,0.0,0.0,22.8,yellow,cash,Manhattan Valley,Murray Hill,Manhattan,Manhattan,2019-03-22,2019,3,22,12,Friday,20.78
4756,4756,2019-03-09 23:55:11,2019-03-10 00:12:24,1,1.9,12.0,3.15,0.0,18.95,yellow,credit card,West Village,Two Bridges/Seward Park,Manhattan,Manhattan,2019-03-09,2019,3,9,23,Saturday,17.22
4757,4757,2019-03-29 12:08:35,2019-03-29 12:28:46,3,2.26,12.5,0.0,0.0,15.8,yellow,cash,Lincoln Square East,Upper West Side South,Manhattan,Manhattan,2019-03-29,2019,3,29,12,Friday,20.18
4758,4758,2019-03-21 22:01:43,2019-03-21 22:08:47,1,0.9,6.5,2.05,0.0,12.35,yellow,credit card,East Village,Alphabet City,Manhattan,Manhattan,2019-03-21,2019,3,21,22,Thursday,7.07
4759,4759,2019-03-13 18:59:47,2019-03-13 19:07:48,2,1.13,7.0,1.4,0.0,12.7,yellow,credit card,Penn Station/Madison Sq West,Union Sq,Manhattan,Manhattan,2019-03-13,2019,3,13,18,Wednesday,8.02
4760,4760,2019-03-06 21:43:36,2019-03-06 21:59:26,1,3.31,14.0,3.56,0.0,21.36,yellow,credit card,Meatpacking/West Village West,Financial District South,Manhattan,Manhattan,2019-03-06,2019,3,6,21,Wednesday,15.83
4761,4761,2019-03-18 21:29:01,2019-03-18 21:38:13,2,1.86,8.5,2.94,0.0,12.74,yellow,credit card,Morningside Heights,Central Harlem North,Manhattan,Manhattan,2019-03-18,2019,3,18,21,Monday,9.2
4762,4762,2019-03-05 20:47:56,2019-03-05 20:49:47,1,0.3,3.5,1.0,0.0,8.3,yellow,credit card,Greenwich Village North,Union Sq,Manhattan,Manhattan,2019-03-05,2019,3,5,20,Tuesday,1.85
4763,4763,2019-03-16 19:13:22,2019-03-16 19:53:19,6,3.77,24.0,0.0,0.0,27.3,yellow,cash,Little Italy/NoLiTa,Midtown East,Manhattan,Manhattan,2019-03-16,2019,3,16,19,Saturday,39.95
4764,4764,2019-03-23 19:09:00,2019-03-23 19:19:34,1,1.56,9.0,2.46,0.0,14.76,yellow,credit card,Central Park,Upper West Side South,Manhattan,Manhattan,2019-03-23,2019,3,23,19,Saturday,10.57
4765,4765,2019-03-03 08:49:14,2019-03-03 08:54:04,1,0.97,5.5,1.76,0.0,10.56,yellow,credit card,Garment District,East Chelsea,Manhattan,Manhattan,2019-03-03,2019,3,3,8,Sunday,4.83
4766,4766,2019-03-06 17:51:11,2019-03-06 18:06:36,1,1.8,11.0,1.0,0.0,16.3,yellow,credit card,Midtown East,Union Sq,Manhattan,Manhattan,2019-03-06,2019,3,6,17,Wednesday,15.42
4767,4767,2019-03-30 08:43:28,2019-03-30 09:04:15,1,4.4,17.5,4.15,0.0,24.95,yellow,credit card,Upper East Side North,West Chelsea/Hudson Yards,Manhattan,Manhattan,2019-03-30,2019,3,30,8,Saturday,20.78
4768,4768,2019-03-03 07:36:10,2019-03-03 07:42:54,1,2.87,9.5,0.0,0.0,12.8,yellow,cash,Murray Hill,Yorkville West,Manhattan,Manhattan,2019-03-03,2019,3,3,7,Sunday,6.73
4769,4769,2019-03-04 18:58:14,2019-03-04 19:06:25,1,1.65,7.5,0.0,0.0,11.8,yellow,cash,Greenwich Village North,Little Italy/NoLiTa,Manhattan,Manhattan,2019-03-04,2019,3,4,18,Monday,8.18
4770,4770,2019-03-19 17:26:57,2019-03-19 17:47:14,1,3.46,15.0,0.0,0.0,16.8,yellow,credit card,Long Island City/Hunters Point,Astoria,Queens,Queens,2019-03-19,2019,3,19,17,Tuesday,20.28
4771,4771,2019-03-13 22:28:08,2019-03-13 22:30:08,1,0.41,3.5,1.46,0.0,8.76,yellow,credit card,Little Italy/NoLiTa,Lower East Side,Manhattan,Manhattan,2019-03-13,2019,3,13,22,Wednesday,2.0
4772,4772,2019-03-21 19:51:13,2019-03-21 19:57:03,1,0.72,5.5,1.46,0.0,8.76,yellow,credit card,,,,,2019-03-21,2019,3,21,19,Thursday,5.83
4773,4773,2019-03-03 16:53:55,2019-03-03 17:03:47,1,1.3,8.0,2.25,0.0,13.55,yellow,credit card,Penn Station/Madison Sq West,Midtown North,Manhattan,Manhattan,2019-03-03,2019,3,3,16,Sunday,9.87
4774,4774,2019-03-01 17:15:32,2019-03-01 17:40:24,3,2.8,16.5,4.15,0.0,24.95,yellow,credit card,Hudson Sq,Clinton East,Manhattan,Manhattan,2019-03-01,2019,3,1,17,Friday,24.87
4775,4775,2019-03-21 12:27:50,2019-03-21 12:35:47,5,1.47,8.0,2.0,0.0,13.3,yellow,credit card,Upper West Side North,Morningside Heights,Manhattan,Manhattan,2019-03-21,2019,3,21,12,Thursday,7.95
4776,4776,2019-03-19 18:32:11,2019-03-19 19:19:45,1,19.29,52.0,0.0,0.0,59.8,yellow,cash,JFK Airport,Lincoln Square East,Queens,Manhattan,2019-03-19,2019,3,19,18,Tuesday,47.57
4777,4777,2019-03-13 21:19:51,2019-03-13 21:36:14,1,3.0,13.5,3.46,0.0,20.76,yellow,credit card,Times Sq/Theatre District,Yorkville East,Manhattan,Manhattan,2019-03-13,2019,3,13,21,Wednesday,16.38
4778,4778,2019-03-28 15:10:20,2019-03-28 15:13:37,1,0.3,4.0,0.0,0.0,7.3,yellow,cash,Clinton East,Clinton East,Manhattan,Manhattan,2019-03-28,2019,3,28,15,Thursday,3.28
4779,4779,2019-03-11 17:56:44,2019-03-11 18:06:06,1,1.1,7.5,2.95,0.0,14.75,yellow,credit card,Garment District,Clinton East,Manhattan,Manhattan,2019-03-11,2019,3,11,17,Monday,9.37
4780,4780,2019-03-15 22:02:40,2019-03-15 22:07:38,1,0.71,5.5,1.0,0.0,10.3,yellow,credit card,Gramercy,East Village,Manhattan,Manhattan,2019-03-15,2019,3,15,22,Friday,4.97
4781,4781,2019-03-07 13:16:59,2019-03-07 13:48:41,5,12.08,36.5,0.0,0.0,37.3,yellow,credit card,Long Island City/Hunters Point,Jamaica,Queens,Queens,2019-03-07,2019,3,7,13,Thursday,31.7
4782,4782,2019-03-26 15:27:54,2019-03-26 15:41:47,1,1.9,11.0,2.86,0.0,17.16,yellow,credit card,TriBeCa/Civic Center,Gramercy,Manhattan,Manhattan,2019-03-26,2019,3,26,15,Tuesday,13.88
4783,4783,2019-03-05 00:26:11,2019-03-05 00:30:29,1,0.75,5.0,1.0,0.0,9.8,yellow,credit card,Midtown North,Lincoln Square West,Manhattan,Manhattan,2019-03-05,2019,3,5,0,Tuesday,4.3
4784,4784,2019-03-07 13:23:04,2019-03-07 13:32:04,1,1.2,7.5,2.16,0.0,12.96,yellow,credit card,Clinton East,West Chelsea/Hudson Yards,Manhattan,Manhattan,2019-03-07,2019,3,7,13,Thursday,9.0
